number,ID,TITLE,SONG
503,1230,I am a one God,"I am a one God, apostolic, tongue talking, holy walking, born again, Heaven bound believer
In the liberating power of Jesus' name
I've been washed in the blood, sanctified by the Spirit, I believe in holiness
I suggest you do the same
I've been set free at the Pentecostal altar on my knees, pardon me, I'm not ashamed to be
A one god, apostolic, forgiven, talking, holy walking, born again, Heaven bound believer
In Jesus' name"
504,1301,Because he lives,"Because he lives, I can face tomorrow
Because he lives, all my fears are gone
Because I know who holds the future
My life is worth a living just because he lives"
505,1302,Don't you know that I'm moving up the king's highway,"Don't you know that I'm moving up the king's highway
Up the king's highway
Don't you know that I'm trusting in amazing grace
Amazing grace
Don't you know Satan is on my track
And I'll will never ever turn back
Cause I'm moving up, moving up, moving up oh Lord
Up the king's highway"
506,1303,Thank you Jesus,"Thank you Jesus. thank you Jesus
I thank you Lord for loving me
Thank you Jesus, thank you Jesus
Thank you Lord for loving me
You went to Calvary
Bled and died for me
I thank you Lord for loving me
You went to Calvary
Bled and died for me
Thank you Lord for loving me"
507,1304,Have Thine own way,"Have Thine own way, Lord, have Thine own way
Thou art the Potter and I am the clay
Make me and mould me, after Thy will
While I am waiting, yielded and still"
508,1305,When I see the blood,"When I see the blood
When I see the blood
When I see the blood
I will pass, I will pass over you"
509,1306,It's raining all around me,"It's raining all around me
I can feel it
It's the latter rain
Ride on Jesus
Please send more rain until we are wet
Until we are soaked in the latter rain"
510,1307,Praise the Lord,"Praise the Lord, let us praise him
I thank him for saving my soul
When I was sad and lonely
And didn't know what to do
I thank him for saving my soul"
511,1308,Humble yourself and the Lord will draw near thee,"Humble yourself and the Lord will draw near thee
Humble yourself and his presence will cheer thee
He will not walk with the proud or the scornful
Humble yourself and walk with God"
512,1309,Victory is mine,"Victory is mine
Victory is mine
Victory today is mine
I told Satan to get thee behind
Victory today is mine"
513,1310,Give me that old time religion,"Give me that old time religion
'tis the old time religion
'tis the old time religion
And it's good enough for me"
514,1311,Bind us together,"Bind us together, Lord
Bind us together
Bind us together with cords
That cannot be broken
Bind us together, Lord
Bind us together
Bind us together with love
There is only one Body
There is only one God
There is only one King
There is only one Spirit
That is why together we sing"
515,1312,Jesus,"Jesus, Jesus, do you know Him today ?
Please don't turn Him away
Jesus, Jesus, without Him I would fail"
516,1313,We bring sacrifice of praise,"We bring sacrifice of praise
Unto the house of the Lord
We bring sacrifice of praise
Unto the house of the Lord
And we offer up to You
The sacrifices of thanksgiving
And we offer up to You
The sacrifices of joy"
517,1314,When I see the blood,"When I see the blood
When I see the blood, when I see the blood
When I see the blood, I will pass, I will pass over you"
518,1315,Jesus,"Jesus, you are, you are, You are the Most High God
Jehovah, you are, You are the Most High God
Eternal, you are, you are, You are the Most High God
Our Father, you are, You are the Most High God
Oh yes, you are, you are, You are the Most High God
King of kings, you are, You are the Most High God
That's why, you are, you are, You are the Most High God"
519,1316,You are awesome in this place,"You are awesome in this place, Mighty God
You are awesome in this place, Abba Father
You are worthy of all praise
To You, our hearts we raise
You are awesome in this place, Mighty God"
520,1317,Forever He may be,"Forever He may be
The Lamb upon the throne
I gladly bow my knee
And worship Him alone"
521,1318,I'm so glad the He wants me back,"I'm so glad the He wants me back
Wants me back
Wants me back
I'm so glad the He wants me back
Even after all I do"
522,1319,He really didn't have to die,"He really didn't have to die
He really didn't have to die
But He did"
523,1320,Come unto me,"Come unto me, and I will give you rest
Come, take my yoke upon me, hear me and be blest
For I am meek and lowly, come and trust my might
Come, my yoke is easy, and my burden's light"
524,1321,He is Lord,"He is Lord, He is Lord
He has (or, is) risen from the dead and He is Lord
Every knee shall bow, every tongue confess
That Jesus Christ is Lord
You are Lord, You are Lord
You have risen from the dead and you are Lord
Every knee shall bow, every tongue confess
That Jesus Christ is Lord"
525,1322,I get joy when I think about ,"I get joy when I think about - what He's done for me
I get joy when I think about - what He's done for me
I get joy when I think about - what He's done for me
What the Lord has done for me
I'll tell all the nations...
I'll shout it from the rooftops...
Ain't nobody - love me like Jesus
Ain't nobody, no - - - love me like the Lord
Ain't nobody - love me like Jesus
He's - my - friend
You don't know like I know...
I get joy when I think about... "
526,1323,How great is our god,"How great is our god
How great is his name
He's the greatest one
Forever the same
Well He rolled back the waters
Of the mighty Red Sea
And He said I'm gonna lead you
So put your trust in me"
527,1324,Use me Lord,"Use me Lord, use me for thy glory
Use me Lord, let me tell the story
Lord I will obey, if Thou will lead the way
Use me, use me, use me, use me Lord"
528,1401,We are marching in the light of God,"We are marching in the light of God
We are marching in the light of God
We are marching in the light of God
We are marching in the light of God
We are marching, marching
We are marching, Oh
We are marching in the light of God
We are marching, marching
We are marching, Oh
We are marching in the light of God"
529,1405,He is the King of kings,"He is the King of kings
He is the Lord of lords
His name is Jesus, Jesus, Jesus, Jesus
Oh, He is the King"
530,1408,Jesus is mine,"Jesus is mine, Jesus is mine
Anywhere I go, anywhere I be
Jesus is mine"
531,1409,All over this land,"All over this land, All over this land, get ready
Goid's gonna send a revival all over this land
We're gonna be marching to victory
With power in our hand
God's gonna send a revival all over this land"
532,1411,Redemption coming,"Redemption coming, Praise the Lord
What a wonderful freedom, Glory to His name
I'm out of the bondage, and into God's freedom
Redemption coming, Praise the Lord"
533,1412,Sons of God arise,"Sons of God arise, sons of God arise
From the end of the earth arise
Fire in a hand, fire in a mouth, fire in a feet
Fire, fire, fire fi de enemy
Fire, fire, fire fi de enemy"
534,1413,He's a miracle working God,"He's a miracle working God
He's a wonder, He's a miracle
He's a miracle working God"
535,1416 similar 1094,I love that man from Galilee,"I love that man from Galilee
For He has done so very much for me
He has taken all my sins
Let the holy Ghost come in
I love that Man, that Man, from Galilee"
536,1417 similar 710,I am blessed,"I am blessed, I am blessed
Everyday of my life I am blessed
When I wake up in the morning
I bow my head and pray
I am blessed, I am blessed"
537,1420,If you want to know the blessings of the Lord,"If you want to know the blessings of the Lord
Why don't you praise Him
Lift up your hands and praise Him
If you want to know the blessings of the Lord
Why don't you lift up your hands
And praise the Lord
Praise Him in the morning
Praise Him in the mnoontide
Praise Him in the evening time
Praise Him all the day long
Lift up your hands and praise the Lord"
538,1424,It's joy unspeakable and full of glory,"It's joy unspeakable and full of glory
Full of glory, full of glory
It is joy unspeakable and full of glory
The half has never yet been told"
539,1428,I can recommend my God to any man,"I can recommend my God to any man
I can recommend my God to any man
When I'm sad He makes me glad
That is why, that is why, I love Him so"
540,1429,I feel good,"I feel good, good, good
I feel good, good, good
Everytime I talk about Jesus
I feel good, good, good"
541,1431,Rise up ! Rise up ! Children of the Lord arise,"Rise up ! Rise up ! Children of the Lord arise
Rise up ! Rise up ! Children of the Lord arise
Tread out, tread out the enemy
Rise up, rise up in victory
Tread out, tread out the enemy
Rise up, rise up in victory"
542,1432,Touch my finger on the golden pen,"Touch my finger on the golden pen
The golden pen, the golden pen
Touch my finger on the golden pen
Write my name up there
Write my name, write my name up there
Write my name, write my name up there"
543,1433,Satan you can't prevail,"Satan you can't prevail
Because of disobedience
God turned you out of Heaven
Satan you want to know
That the Church is moving on
Satan, Satan, Satan, you can't [revail"
544,1434,It is alright,"It is alright, alright, alright
It is alright, alright, alright
As long as I have my Lord beside me it is alright
As long as I have His hands to hold
As long as He watches over my soul
As long as I'm under His control, it is alright"
545,1441,Send down the rain,"Send down the rain, send down the rain
Send down the gospel rain
Send down the rain, send down the rain
Send down the gospel rain"
546,1444,Meet me by the river,"Meet me by the river, some day
Meet me by the river, not far away
Oh when my Lord shall call me home
Happy, happy, home beyond the skies
Meet me by the river, some day"
547,1449,Hold me in the palm of your hands,"Hold me in the palm of your hands
Hold me in the palm of your hands
Hold me Jesus, hold me mighty God
Hold me in the palm of your hands"
548,1450,Come bless the Lord,"Come bless the Lord, all ye servants of the Lord
Who stand by night, in the house of the Lord
Lift up your hands, in this holy place
Ad bless the Lord, and bless the Lord"
549,1451,Jesus name so sweet,"Jesus name so sweet, Immanuel name so sweet
Jesus name so sweet, Immanuel name so sweet
Every rock mi rock upon Jesus
Jesus name so sweet
Jesus name so sweet"
550,1452,What kinda Church is this,"What kinda Church is this
This is a Holy Ghost Church
What kinda Church is this
This is a sanctified Church
It is a hand clapping, foot stomping
Holy ghost sanctified Church"
551,1453,Look what the Lord has done,"Look what the Lord has done
Look what the Lord has done
He healed my body, He touched my mind
He saved me, just in time
I'm gonna praise His name
His name is just the same
I'm gonna praise Him
Look what the Lord has done"
552,1454,Jesus is my Deliverer,"Jesus is my Deliverer
Jesus is my Deliverer
Jesus is my Deliverer
I know He delivered me
How do you know He delivers
How do you know He delivers
How do you know He delivers
I know He delivered me"
553,1455,Goodbye world,"Goodbye world, I am gone
Goodbye world, I am gone
It is the Holy Ghost on fire, that's keeping me alive
Goodbye world, goodbye world, I am gone"
554,1457,Come bredda,"Come bredda, sista mek wih mash dung Satan's Kingdom
Come bredda, sista mek wih mash dung Satan's Kingdom
Satan gwaan like Him bad
But we know Jesus rule
Come bredda, sista mek wih mash dung Satan's Kingdom"
555,1460,The Church on the move for Jesus,"The Church on the move for Jesus
Ain't stopping now
The Church on the move for Jesus
Christian wave your hands, praise the Lord
The Church on the move for Jesus
The devil can't stop us now
And if the devil's in your way, Christian, step on him"
556,1463 similar 305,Somebody prayed for me,"Somebody prayed for me, they had me on their mind
They sacrificed their time
Went down on their knees and prayed for me
They had not doubt, that God would work it out
That He would save my life and set me free,br> I'm so glad that somebody prayed for me"
557,1464,Come this far,"Come this far, find no fault, feel like going on
Come this far, find no fault, feel like going on
Trial, testings, troubles everywhere
Come this far, find no fault, feel like going on"
558,1466,I'm gonna lay down my burden,"I'm gonna lay down my burden
Down by the riverside
Down by the riverside
Down by the riverside
I'm gonna lay down my burden
Down by the riverside
I'm gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I'm gonna lay down my long white robe
Down by the riverside
Down by the riverside
Down by the riverside
I'm gonna lay down my long white robe
Down by the riverside
I'm gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I'm gonna put on my dancing shoes
Down by the riverside
Down by the riverside
Down by the riverside
I'm gonna put on my dancing shoes
Down by the riverside
I'm gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more"
559,1467,I've got my mind made up and I won't turn back,"I've got my mind made up and I won't turn back
I want to see my Jesus some day
My mind's made up, and I won't turn back
I want to see my Jesus some day"
560,1470,I'm so glad,"I'm so glad, I'm a part, of the family of God
Washed in His fountain, cleansed by His blood
Joint heir with Jesus, as we travel along
I'm so glad, I'm a part, of the family of God"
561,1471,Jehovah Jireh,"Jehovah Jireh, my provider
His grace is sufficient for me
Jehovah Jireh, my provider
His grace is sufficient for me
My Lord shall supply all my needs
According to His riches in glory
He gave His angels charge over me
Jehovah Jireh cares for me
Jehovah Jireh cares for me"
562,1474,Stand up and tell me if you love my Jesus,"Stand up and tell me if you love my Jesus
Stand up and tell me if you love my Lord
I want to know if you love my Jesus
I want to know if you love my Lord
Sit down and tell me if you love my Jesus
Sit down and tell me if you love my Lord
I want to know if you love my Jesus
I want to know if you love my Lord
Clap hands and tell me if you love my Jesus
Clap hands and tell me if you love my Lord
I want to know if you love my Jesus
I want to know if you love my Lord
Raise hands and tell me if you love my Jesus
Raise hands and tell me if you love my Lord
I want to know if you love my Jesus
I want to know if you love my Lord"
563,1475,Move Satan move mek mih pass,"Move Satan move mek mih pass
Move Satan move mek mih pass
I am born again, saved and sanctified
Move Satan move mek mih pass"
564,1476,Love is a flag flown high,"Love is a flag flown high
From the castle of my heart
From the castle of my heart
From the castle of my heart
Love is a flag flown high
From the castle of my heart
And the King is in residence there
So fly it high in the sky, let the whole world know
Let the whole world know
Let the whole world know
So fly it high in the sky, let the whole world know
That the King is in residence there
Joy is a flag flown high
From the castle of my heart
From the castle of my heart
From the castle of my heart
Joy is a flag flown high
From the castle of my heart
And the King is in residence there
So fly it high in the sky, let the whole world know
Let the whole world know
Let the whole world know
So fly it high in the sky, let the whole world know
That the King is in residence there
Peace is a flag flown high
From the castle of my heart
From the castle of my heart
From the castle of my heart
Peace is a flag flown high
From the castle of my heart
And the King is in residence there
So fly it high in the sky, let the whole world know
Let the whole world know
Let the whole world know
So fly it high in the sky, let the whole world know
That the King is in residence there"
565,1479,I feel like running,"I feel like running, skipping, praise the Lord
For what He has done for me
He has set my spirit free
I feel like running, skipping, praise the Lord
For what He has done for me"
566,1481,If you want to be a worker for the Lord,"If you want to be a worker for the Lord
Bring your Bible and come along
If you want to be a worker for the Lord
Bring your Bible and come
We gonna hoist up, knock down, kick up Satan
Bring your Bible and come along
We gonna hoist up, knock down, kick up Satan
Bring your Bible and come"
567,1482,I went to the enemy's camp,"I went to the enemy's camp
And I took back what he stole from em
And I took back what he stole from em
And I took back what he stole from em
I went to the enemy's camp
And I took back what he stole from em
He's under my feet, he's under my feet
He's under my feet, he's under my feet
Satan is under my feet"
568,1487,This is the day,"This is the day, this is the day
That the Lord has made, that the Lord has made
We will rejoice, we will rejoice
And be glad in it, and be glad in it
This is the day that the Lord has made
We will rejoice and be glad in it
This is the day, this is the day
That the Lord has made"
569,1488,I am so glad,"I am so glad, I've got salvation in time
I am so glad, I've got salvation in time
I am so glad, I've got salvation in time
Oh, my Lord, oh my Lord, what shall I do ?
Hush, hush somebody's calling my name
Hush, hush somebody's calling my name
Hush, hush somebody's calling my name
Oh, my Lord, oh my Lord, what shall I do ?"
570,1489 similar to 309,God's not dead,"God's not dead, He's alive
God's not dead, He's alive
God's not dead, He's alive
I feel Him living in me
I feel Him in my hands, I feel Him in my feet
I feel Him in the church, I feel Him on the streets
I feel Him in the air, I feel Him everywhere
I feel Him living in me"
571,1490 similar to 78,When I think about Jesus,"When I think about Jesus
And what He's done for me
When I think about Jesus
And how He set me free
I'm gonna jump, jump, jump, jump, jump, jump
Jump, all night, all night
I'm gonna clap, clap, clap, clap, clap, clap
Clap, all night, all night
I'm gonna skip, skip, skip, skip, skip, skip
Skip, all night, all night
I'm gonna shout, shout, shout, shout, shout, shout
Shout, all night, all night
I'm gonna wave, wave, wave, wave, wave, wave
Wave, all night, all night"
572,1492,I've found a new life,"I've found a new life
I've found a new life
If anybody asks you
What's the matter with you, my friend
Tell them that you are saved, sanctified
Holy Ghost filled, water baptized
Jesus on my mind, I've found a new life"
573,1495,Sing,"Sing, sing, sing to the Lord forever
Sing, sing, sing to the Lord forever
I'll do my best, I'll do my best, Oh
I'll do my best for Him
Shout, shout, shout to the Lord forever
Shout, shout, shout to the Lord forever
I'll do my best, I'll do my best, Oh
I'll do my best for Him
Clap, clap, clap to the Lord forever
Clap, clap, clap to the Lord forever
I'll do my best, I'll do my best, Oh
I'll do my best for Him
Dance, dance, dance to the Lord forever
Dance, dance, dance to the Lord forever
I'll do my best, I'll do my best, Oh
I'll do my best for Him"
574,1500,Rejoice in the Lord always and again I say rejoice,"Rejoice in the Lord always and again I say rejoice
Rejoice in the Lord always and again I say rejoice
Rejoice, rejoice, and again I say rejoice
Rejoice, rejoice, and again I say rejoice"
575,1501,He's got the whole world,"He's got the whole world, in His hands
He's got the whole world, in His hands
He's got the whole world, in His hands
He's got the whole world, in His hands
He's got you and me, baby, in His hands
He's got you and me, baby, in His hands
He's got you and me, baby, in His hands
He's got the whole world, in His hands
He's got Mom and Dad, in His hands
He's got Mom and Dad, in His hands
He's got Mom and Dad, in His hands
He's got the whole world, in His hands
He's got everybody, in His hands
He's got everybody, in His hands
He's got everybody, in His hands
He's got the whole world, in His hands"
576,1504,Thank God for the cleansing blood,"Thank God for the cleansing blood
Thank God for the cleansing blood
Thank God for the cleansing blood
That washed me white as snow"
577,1505,You've got to move,"You've got to move
You've got to move
You've got to move
You've got to move
When God gets ready, you've got to move
You may be rich, you may be poor
You may be black, you may be white
When God gets ready, you've got to move"
578,1506,One way Jesus,"One way Jesus, is alright
He's got the power over day and night
He's got the power over death and the grave,br> One way Jesus, is alright"
579,1507 similar 1489,God is not dead,"God is not dead, He's alive
God is not dead, He's alive
God is not dead, He's alive
I feel Him in my head, I feel Him in my feet
I feel Him all over me
And every eye shall look upon Him
And every eye shall look upon Him
And every eye shall look upon Him
When He comes, Hallelujah, when He comes
And every knee shall bow before Him
And every knee shall bow before Him
And every knee shall bow before Him
When He comes, Hallelujah, when He comes"
580,1510,I will call upon the Lord,"I will call upon the Lord
Who is worthy to be praised
So shall I be saved from my enemies
The Lord liveth, and blessed be the rock
And may the God of my salvation be exalted
The Lord liveth, and blessed be the rock
And may the God of my salvation be exalted"
581,1514,He's able,"He's able, He's able, I know He's able
I know my God is able to carry me through
He's able, He's able, I know He's able
I know my God is able to carry me through
He healed the broken hearted, He set the captive free
He made the lame to walk again
And caused the blind to see
He's able, He's able, I know He's able
I know my God is able to carry me through"
582,1517,I am on the rock and I won't come down,"I am on the rock and I won't come down
I am on the rock and I won't come down
I am on the rock and I won't come down
So why don't you pray for me ?
You pray for me and I pray for you
You pray for me and I pray for you
You pray for me and I pray for you
So why don't you pray for me ?"
583,1519,Abraham's blessings are mine,"Abraham's blessings are mine
Abraham's blessings are mine
I'm blessed in the morning, blessed in the evening
Abraham's blessings are mine"
584,1521,Stay right under the blood,"Stay right under the blood
Stay right under the blood
Stay right under the blood
And the devil can do you no harm
No harm, no harm, no harm
No harm, no harm, no harm
No harm, no harm, no harm
'cause the devil can do me no harm"
585,1524,My shackles are gone,"My shackles are gone, my sirit is free
Oh, praise the Lord, He lifted me
My sins are forgiven, and now I am free
Oh, praise the Lord, my shackles are gone
My spirit is free"
586,1525,Hallelujah anyhow,"Hallelujah anyhow
Never, never let your problems get you down
When temptation comes your way
Lift your head up high and say
Hallelujah anyhow"
587,1527,Love wonderful love,"Love wonderful love
The love of Christ for me
Love wonderful love
So rich, so full, so free
Wide, wide as the ocean
Deep, deep as the sea
High, high as the heaven's above
is His love for me
Blessing and honour, glory and power
Be unto the ancient of day
From every nation, all of creation
Bow before the ancient of day
Every tongue in Heaven and earth
Shall declare your glory
Every knee shall bow at thy throne in worship
You will be exalted on high
And your kingdom shall not pass away
The ancient of days
Your kingdom shall reign over all the earth
Be to the ancient of days
No king shall compare to your matchless name
Sing to the ancient of days"
588,1528,I like the thrill that I feel when I get together,"I like the thrill that I feel when I get together
With God's wonderful people
With God's wonderful people
With God's wonderful people
It's so nice to see those happy faces
Praising God in heavenly places
I like the thrill that I feel when I get together
With God's wonderful people"
589,1526,Falling in love with Jesus,"Falling in love with Jesus
Falling in love with Jesus
Falling in love with Jesus
Was the best thing I ever-ever done
In His arms I feel protected
In His arms never disconnected
In His arms I feel protected
There is no place I rather, rather be"
590,1533,Higher,"Higher, higher, higher, higher, higher, higher
Higher, higher, lift Jesus higher
Lower, lower, lower, lower, lower, lower
Lower, lower, stomp Satan lower
Pressure, pressure, pressure, pressure, pressure, pressure
Pressure, pressure, Satan under pressure
Super, super, super, super, super, super
Super, super, supernatural power"
591,1534,The woman of Samaria,"The woman of Samaria, the woman
Left her water pot and gone
Left her water pot and gone
When you ask her for her husband
And she says she has none
Left her water pot and gone
Left her water pot and gone"
592,1535,My Father is a millionaire,"My Father is a millionaire, I'm stepping on gold
My Father is a millionaire, I'm stepping on gold
Each step I take, I'm stepping on gold
Each step I take, I'm stepping on gold"
593,1536,I'm building a bridge,"I'm building a bridge, God gave me a plan
He promises that He'll hold my hand
I'm building it high, I'm building it low
I'm building a bridge, praise the Lord
God gave me a plan"
594,1538,Praise the Lord,"Praise the Lord, praise Him
Praise the Lord, praise Him
I thank Him for joy and peace divine
When I was sad and lonely, I didn't know what to do
I thank Him, for saving my soul"
595,1541,Revival fire begins to burn,"Revival fire begins to burn
Revival fire begins to burn
Great sign and wonder, among God's people
When revival fire begins to burn"
596,1542,Across the bridge,"Across the bridge, there'll be no sorrow
Across the bridge, there'll be no pain
The sun is shining, across the river
And I'll never be unhappy again"
597,1543,This mountain shall be removed,"This mountain shall be removed
This mountain shall be removed
By my spirit saith the Lord
It's not by might, it's not by power
But by my spirit saith the Lord
It's not by might, it's not by power
But by my spirit saith the Lord"
598,1546,If ever a time we need the Lord,"If ever a time we need the Lord
Surely we need Him now
Surely we need Him now
Surely we need Him now
If ever a time we need the Lord
Surely we need Him now
Surely we need Him now"
599,1547,When I look around and see,"When I look around and see
What the Lord has done for me
It makes me want to go all the way
Sometimes my burden's heavy
Sometimes my burden's light
When I look around and see
What the Lord has done for me"
600,1549,It was on a great day,"It was on a great day, somebody touched me
It was on a great day, somebody touched me
It was on a great day, somebody touched me
Somebody touched my soul
It was on a MONDAY, somebody touched me
It was on a MONDAY, somebody touched me
It was on a MONDAY, somebody touched me
Somebody touched my soul
It was on a TUESDAY, somebody touched me
It was on a TUESDAY, somebody touched me
It was on a TUESDAY, somebody touched me
Somebody touched my soul
It was on a WEDNESDAY, somebody touched me
It was on a WEDNESDAY, somebody touched me
It was on a WEDNESDAY, somebody touched me
Somebody touched my soul
It was on a THURSDAY, somebody touched me
It was on a THURSDAY, somebody touched me
It was on a THURSDAY, somebody touched me
Somebody touched my soul
It was on a FRIDAY, somebody touched me
It was on a FRIDAY, somebody touched me
It was on a FRIDAY, somebody touched me
Somebody touched my soul
It was on a SATURDAY, somebody touched me
It was on a SATURDAY, somebody touched me
It was on a SATURDAY, somebody touched me
Somebody touched my soul
It was on a SUNDAY, somebody touched me
It was on a SUNDAY, somebody touched me
It was on a SUNDAY, somebody touched me
Somebody touched my soul
Glory Hallelujah, somebody touched me
Glory Hallelujah, somebody touched me
Glory Hallelujah, somebody touched me
Somebody touched my soul"
601,1550,Fire,"Fire, fire, fire
When my soul caught fire
When my soul caught fire
When my soul caught fire
It burned upon the nation
Hallelujah, what a Saviour
When my soul
When my soul
When my soul
When my soul caught fire"
602,1553,Suppose we now meet,"Suppose we now meet
Suppose we now meet
Suppose we now meet on the judgement day
Oh what a weeping, oh what a wailing
Suppose we now meet on the judgement day"
603,1554,He's an on,"He's an on-time God, yes He is
He's an on-time God, yes He is
You may not know when you need Him
He's there, right on time
He's an on-time God, yes He is"
604,1556,Home once more,"Home once more
Home once more
The prodigal returned to his home once more
I leave this world of sin and Jesus took me in
Glory be to God, I am home once more,"
605,1561,He was wounded for our transgressions,"He was wounded for our transgressions
He was bruised for our iniquity
Surely He has borne our sorrows
And by His stripes we are healed"
606,1562,I have decided to follow Jesus,"I have decided to follow Jesus
I have decided to follow Jesus
I have decided to follow Jesus
No turning back, no turning back
The cross before, the world behind me
The cross before, the world behind me
The cross before, the world behind me
No turning back, no turning back
Though none go with me, yet still I'll follow
Though none go with me, yet still I'll follow
Though none go with me, yet still I'll follow
No turning back, no turning back
You can have the whole world, but give me Jesus
You can have the whole world, but give me Jesus
You can have the whole world, but give me Jesus
No turning back, no turning back"
607,1557,In the morning of glory,"In the morning of glory, in that heavenly country
In the beauty of pleasure, in our heavenly home
Where all the bright angels are singing and shouting
Hallelujah to Jesus, praise His wonderful name"
608,1558,My sins were higher than the mountain,"My sins were higher than the mountain
When the Lord sanctified me
My sins were flowing like a river
When the Lord sanctified me
Singing glory, Hallelujah when the fire came down
When the fire came down
When the fire came down
Singing glory, Hallelujah when the fire came down
And the Lord sanctified me"
609,1563,Roll Jordan roll,"Roll Jordan roll, roll Jordan roll
I want to go to heaven when I die
To hear old Jordan roll"
610,1564,There are so many wonderful things about Jesus,"There are so many wonderful things about Jesus
So many wonderful things about Him
His name is wonderful
He's the wonderful Counsellor
He is the Mighty King, Everlasting Father
There are so many wonderful things about Him"
611,1601,I feel Jesus,"I feel Jesus, I fel Jesus, I feel Jesus in this place
And my soul doth burn within me
I feel Jesus in this place"
612,1604,Come to my soul blessed Jesus,"Come to my soul blessed Jesus
Hear me, Oh Saviour divine
Open the fountain and cleanse me within
Give me a heart like thine"
613,1605,His voice makes the difference,"His voice makes the difference
When He speaks He relieves my troubled mind
It's the only voice I hear that makes the difference
And I'll follow one day at a time"
614,1606,Learning to lean,"Learning to lean, learning to lean
I'm learning to lean on Jesus
Finding more power than I ever dreamed
I'm learning to lean on Jesus
Learning to pray, learning to pray
I'm learning to pray on Jesus
Finding more power than I ever dreamed
I'm learning to pray on Jesus
Learning to walk, learning to walk
I'm learning to walk on Jesus
Finding more power than I ever dreamed
I'm learning to walk on Jesus
Learning to talk, learning to talk
I'm learning to talk on Jesus
Finding more power than I ever dreamed
I'm learning to talk on Jesus"
615,1607,Create in me a clean heart,"Create in me a clean heart, O Lord
And renew a right spirit within me
Create in me a clean heart, O Lord
And renew a right spirit within me
Cast me not away from Thy presence, O Lord
And take not thy holy spirit from me
Restore unto me the joy of thy salvation
And renew a right spirit within me"
616,1608,Fill my cup,"Fill my cup, Lord, I lift it up, Lord
Come and quench this thirsting of my soul
Bread of heaven, feed me till I want no more
Fill my cup, fill it up, and make me whole"
617,1610,I will bless Thee,"I will bless Thee, O Lord
I will bless Thee, O Lord
With a heart of thanksgiving
I will bless Thee, O Lord"
618,1611,With my hands lifted up,"With my hands lifted up
And my mouth filled with praise
With a heart of thanksgiving
I will bless Thee, O Lord"
619,1613,I will serve Thee,"I will serve Thee, because I love Thee
You have given life to me
I was nothing, before you found me
You have given life to me
Hearthaches and broken pieces
Ruined lives are why you died on Calvary
Your touch, was what I longed for
You have given life to me"
620,1614,Thou art worthy,"Thou art worthy, Thou art worthy
Thou art worthy, O Lord
To receive glory, glory and honour
Glory and honour and praise
For Thou hast created, all things created
Thou hast created all things
And for Thy pleasure, they are created
Thou art worthy, O Lord"
621,1615,Majesty,"Majesty, worshio His majesty
Unto Jesus, be all glory, honour and praise
Majesty, worshio His majesty
Jesus who died, now glorified, His anthems raise
So exalt, lift up on high, the name of Jesus
Magnify, come glorify, Christ Jesus our king
Majesty, worshio His majesty
Jesus who died, now glorified, King of all kings
Jesus who died, now glorified, King of all kings"
622,1616,Praise Him,"Praise Him, Praise Him
Praise Him, Praise Him
From the rising of the sun
Unto the going down of the same
Jesus is worthy, yes, He is worthy
He's worthy to be praised
God is our rock, hope of salvation
A strong deliverer, in Him will I put my trust"
623,1619,Be glorified,"Be glorified
Be glorified
Be glorified
Be glorified
Be glorified in the heavens
Be glorified in the earth
Be glorified in the temple
Jesus, Jesus, be Thou glorified
Worship the Lord"
624,1620,I just want to be where you are,"I just want to be where you are
Dwelling daily in your presence
I don't want to worship from afar
Draw me near to where you are
I want to be where you are
Dwelling in your presence
Feasting at your table, surrounded by your glory
In your presence, that's where I a;ways want to be
I just want to be, I just want to be with you"
625,1621,Christ shall break every fetter,"Christ shall break every fetter
Christ shall break every fetter
Christ shall break every fetter
And set you free"
626,1622 similar 706,The Lion of Judah,"The Lion of Judah, shall break every chain
The Lion of Judah, shall break every chain
The Lion of Judah, shall break every chain
And give us the victory, again and again"
627,1623,I want to worship the Lord,"I want to worship the Lord, with all my heart
Give Him my all, not just a part
Lift up my hands, to the King of kings
Praise Him in everything"
628,1625,Let the Lord have His way,"Let the Lord have His way, in your life everyday
There's no joy, there's no peace
Until the Lord have His way
Place your life in His hands
He'll secure all your plans
Let the Lord, let the Lord, have His way"
629,1626,Oh,"Oh, Lamb of God, sweet lamb of God
I love the holy lamb of God
Oh, wash me in Your precious blood
Oh, Jesus Christ, the lamb of God"
630,1627,Touching Jesus,"Touching Jesus, is all that really matter
And your life will never be the same
There is only one way to touch Him
Just believe, when you call on His name"
631,1628,Thanks,"Thanks, thanks, I give you thanks
For all you've done
I am so blest, my soul is at rest
Oh, Lord, I give you thanks"
632,1629,Enter my chamber,"Enter my chamber, be free Holy Spirit
Speak to me gently before I close the door
Heavenly lover, let Thy presence cover
Shekinah is all I long for"
